GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,NAICS.id,NAICS.display-label,NAICS.annotation.id,YEAR.id,EMPSMAO,EMPSMAO_S,EMPAVPW,PAYABENT,PAYANN,BENEFIT,BENEFIT_S,PAYANPW,HRSTOTM,CSTMTOT,CSTMTOT_S,CSTMPRT,CSTRSL,CSTCNT,CSTFU,CSTFU_S,FUELECT,ELECPCH,CSTELEC,CSTELEC_S,ELECGEN,ELECSLD,VALADDM,VALADDM_S,RCPTOT,RCPTOT_S,RCPTPLM,MSCTOT,MSCRSLTT,MSCCNTTT,MSCOTH,RCPTRAN,INVTOTE,INVTOTE_S,INVFINE,INVFINE_S,INVWIPE,INVWIPE_S,INVMATE,INVMATE_S,INVTOTB,INVFINB,INVWIPB,INVMATB,CEXTOT,CEXTOT_S,CEXBLD,CEXMCH,CEXMCHA,CEXMCHC,CEXMCHO
Geographic identifier code,Id2,Geographic area name,Id,NAICS-based,Meaning of NAICS-based,Id,Year,Number of employees,Relative standard error of number of employees,"Production workers, average per year","Total compensation ($1,000)","Annual payroll ($1,000)",Total fringe benefits,Relative standard error of total fringe benefits (percent),"Production workers wages ($1,000)","Production workers hours (1,000)","Total cost of materials ($1,000)","Relative standard error of total cost of materials ($1,000)","Materials, parts, containers, packaging, etc. used ($1,000)","Cost of resales ($1,000)","Contract work ($1,000)","Purchased fuels consumed ($1,000)",Relative standard error of estimate for cost of purchased fuels (percent),"Cost of purchased fuels and electric energy ($1,000)","Quantity of electricity purchased for heat and power (1,000 kWh)","Purchased electricity ($1,000)",Relative standard error of estimate for cost of electricity purchased for heat and power (percent),"Quantity of generated electricity (1,000 kWh)","Quantity of electricity sold or transferred (1,000 kWh)","Value added ($1,000)",Relative standard error of value added,"Total value of shipments ($1,000)",Relative standard error of estimate for total value of shipments (percent),"Value of product shipments ($1,000)","Total miscellaneous receipts ($1,000)","Value of resales ($1,000)","Contract receipts ($1,000)","Other miscellaneous receipts ($1,000)","Value of interplant transfers ($1,000)","Total inventories, end of year ($1,000)",Relative standard error of estimate for total end of year inventories (percent),"Finished goods inventories, end of year ($1,000)",Relative standard error of estimate for EOY finished products inventories (percent),"Work-in-process inventories, end-of-year  ($1,000)",Relative standard error of estimate for EOY work-in-process inventories (percent),"Materials and supplies inventories, end of year ($1,000)","Relative standard error of estimate for EOY materials, supplies, fuels, etc. inventories (percent)","Total inventories, beginning of year ($1,000)","Finished goods inventories, beginning of year ($1,000)","Work-in-process inventories, beginning of year ($1,000)","Materials and supplies inventories, beginning of year ($1,000)","Total capital expenditures (new and used) ($1,000)",Relative standard error of estimate of total capital expenditures (new and used),"Buildings and other structures (new and used) ($1,000)","Capital expenditures on machinery and equipment (new and used) ($1,000)","Capital expenditures on automobiles, trucks, etc. for highway use ($1,000)","Capital expenditures on computers and peripheral data processing equipment ($1,000)","Capital expenditures on all other machinery and equipment ($1,000)"
0100000US,,United States,,333912,Air and gas compressor manufacturing,,2005,21423,9,12352,1463265,1125635,337630,13,494393,25311,3369314,5,2839437,403124,77567,13255,4,49186,588273,35931,13,0,0,3834296,16,7079639,10,6514981,564658,523106,6584,34967,513760,1156376,6,409922,12,394941,1,351513,7,1020293,429910,266720,323662,159369,5,27435,131934,3129,19084,109722
0100000US,,United States,,333913,Measuring and dispensing pump manufacturing,,2006,3813,1,1771,252235,198213,54022,2,64555,3698,778406,1,715600,11625,43566,1475,2,7615,98650,6141,1,0,0,395768,1,1158330,1,1084413,73917,,3005,,315,144579,1,41591,1,39976,1,63012,2,115339,32071,27647,55622,11993,1,,,,2100,9120
0100000US,,United States,,333913,Measuring and dispensing pump manufacturing,,2005,3819,1,1787,245844,196554,49290,1,69089,3793,706015,1,650425,11812,36983,1363,2,6794,103635,5431,1,0,0,353916,2,1063193,1,968232,94961,,2857,,0,120908,1,32375,1,28145,3,60389,1,111782,36391,21386,54005,17051,4,1451,15600,30,2747,12823
0100000US,,United States,,33392,Material handling equipment manufacturing,,2006,78969,2,50234,4873188,3865345,1007843,3,2062569,108834,14404787,1,12786253,1084283,375649,54267,4,158602,1668132,104335,2,0,70,10763406,2,25003865,2,23143662,1860203,1447800,109721,302682,804281,2792256,2,803310,3,529254,6,1459692,2,2518987,720496,469416,1329075,434242,4,55800,378442,13890,44712,319841
0100000US,,United States,,33392,Material handling equipment manufacturing,,2005,76823,2,48364,4456841,3555128,901713,2,1880496,103753,13038344,1,11634335,952316,308012,49625,4,143680,1696125,94055,2,0,0,9393516,2,22304269,2,20626176,1678093,1309597,108807,259689,799744,2572454,2,732361,3,481228,6,1358864,2,2347693,648695,458980,1240018,271858,3,41322,230535,10590,25964,193981
0100000US,,United States,,33392M,Material handling equipment manufacturing,,2006,78969,2,50234,4873188,3865345,1007843,3,2062569,108834,14404787,1,12786253,1084283,375649,54267,4,158602,1668132,104335,2,0,70,10763406,2,25003865,2,23143662,1860203,1447800,109721,302682,804281,2792256,2,803310,3,529254,6,1459692,2,2518987,720496,469416,1329075,434242,4,55800,378442,13890,44712,319841
0100000US,,United States,,33392M,Material handling equipment manufacturing,,2005,76823,2,48364,4456841,3555128,901713,2,1880496,103753,13038344,1,11634335,952316,308012,49625,4,143680,1696125,94055,2,0,0,9393516,2,22304269,2,20626176,1678093,1309597,108807,259689,799744,2572454,2,732361,3,481228,6,1358864,2,2347693,648695,458980,1240018,271858,3,41322,230535,10590,25964,193981
0100000US,,United States,,33399,All other general purpose machinery manufacturing,,2006,137083,2,83039,8725837,6863027,1862810,2,3216411,175629,16630085,2,14356042,1484721,441012,87473,14,348310,4417609,260837,2,1234,,17760512,2,34424311,2,32097472,2326839,1912117,156900,257821,1306461,6211133,1,1825429,2,2083688,2,2302016,1,6098047,1747302,2190873,2159872,816053,5,87801,728252,28098,110375,589780
0100000US,,United States,,33399,All other general purpose machinery manufacturing,,2005,138858,1,81951,8527390,6692099,1835291,2,3079705,172766,15458856,2,13148286,1539041,444971,86666,13,326557,4388902,239891,2,,,17873790,2,33097804,2,30724137,2373667,2008149,123451,242068,1161468,6182680,1,1783712,2,2195052,2,2203916,2,5668835,1666763,2072504,1929568,833689,2,118359,715330,27234,81590,606506
0100000US,,United States,,333991,Power-driven hand tool manufacturing,,2006,7160,4,4975,436279,342600,93679,8,197311,9968,1292924,4,1105697,143425,21294,3223,3,22508,305241,19285,13,0,0,810374,3,2117919,3,1934630,183289,178774,773,3742,,347155,2,165342,6,65524,13,116289,2,378571,182863,72554,123154,31711,7,2326,29385,1150,858,27378
0100000US,,United States,,333991,Power-driven hand tool manufacturing,,2005,9150,3,6270,485383,370912,114471,5,202948,11729,1396134,3,1113336,239042,19131,4810,2,24625,347848,19815,8,0,0,1223034,1,2609256,2,2327678,281578,275185,1025,5368,33516,411961,2,197519,4,81944,9,132499,3,397951,213520,65960,118471,47343,4,2824,44519,869,3383,40267
0100000US,,United States,,333993,Packaging machinery manufacturing,,2006,19510,3,10201,1336341,1054410,281931,12,429115,21616,1839935,3,1516906,235620,45650,20981,59,41758,317939,20777,3,,534,2382878,3,4245180,3,3822582,422597,288535,34795,99267,60937,813948,3,276112,4,234755,6,303080,3,797321,262734,272800,261787,155254,2,22175,133079,4246,54134,74699
0100000US,,United States,,333993,Packaging machinery manufacturing,,2005,19837,3,10339,1248713,1016486,232227,3,416421,21234,1757397,3,1431105,226593,60252,19389,58,39447,344308,20058,3,0,0,2353313,2,4064253,2,3662269,401984,268358,31118,102509,54514,825596,3,271649,3,287729,4,266219,4,737967,237406,277814,222746,76738,5,23035,53703,2483,7992,43228
0100000US,,United States,,333994,Industrial process furnace and oven manufacturing,,2006,10368,3,6355,619572,503053,116519,6,218132,12868,926390,5,751830,102140,45408,5962,9,27013,399080,21051,4,,0,1193460,4,2125044,4,1954507,170537,129962,16290,24284,,260468,5,36137,15,100302,6,124029,6,257894,36535,104580,116780,30606,12,3088,27518,1836,4782,20900
0100000US,,United States,,333994,Industrial process furnace and oven manufacturing,,2005,10314,2,6272,578400,473653,104747,3,213844,12525,837495,5,696058,74722,40106,6385,10,26609,328292,20224,4,,0,1056377,4,1880123,4,1726770,153353,116398,14949,22006,27882,257890,5,36524,15,104315,6,117051,5,233835,33824,92746,107264,23926,10,3408,20518,1719,4058,14740
0100000US,,United States,,33399N,Fluid power equipment manufacturing,,2006,30654,2,20384,2022616,1546412,476204,2,851389,44776,4175464,2,3615387,355271,111951,17770,3,92855,1389959,75085,2,0,0,4458264,1,8535363,1,8123059,412304,365118,12270,34916,939258,1572097,2,500080,1,427313,4,644704,2,1415827,434176,397952,583700,237808,4,27327,210480,6765,11589,192126
0100000US,,United States,,33399N,Fluid power equipment manufacturing,,2005,30686,2,19617,2009573,1512724,496849,1,831253,43903,3669544,2,3191165,261817,127566,17579,4,88996,1427258,71417,2,0,0,4234743,2,7846770,1,7504568,342202,302378,7468,32356,820649,1466076,2,455819,1,413887,4,596369,2,1301790,420006,395283,486501,227701,3,18925,208775,9310,12527,186938
0100000US,,United States,,33399P,All other miscellaneous general purpose machinery mfg,,2006,69390,3,41123,4311029,3416552,894477,2,1520464,86401,8395372,3,7366222,648265,216709,39537,3,164176,2005390,124640,3,0,,8915536,5,17400805,4,16262694,1138111,949727,92772,95612,237104,3217466,2,847759,4,1255793,2,1113914,3,3248433,830994,1342987,1074452,360674,11,32884,327790,14102,39012,274676
0100000US,,United States,,33399P,All other miscellaneous general purpose machinery mfg,,2005,68872,3,39453,4205321,3318324,886997,3,1415240,83375,7798285,3,6716622,736868,197916,38503,4,146880,1941196,108378,3,0,,9006323,4,16697403,4,15502852,1194550,1045830,68891,79830,224908,3221157,2,822202,3,1307177,3,1091778,4,2997292,762007,1240701,994585,457980,3,70166,387814,12853,53630,321332
0100000US,,United States,,334,Computer & electronic product mfg,,2006,1002087,1,468859,79597267,61831564,17765703,1,19070872,944625,159921464,1,139946925,10206835,6946275,446966,2,2821430,34467446,2374464,1,35663,28146,230761781,1,390812961,1,365443673,25369289,15440429,1015402,8913458,11758795,44681045,1,9967107,1,18356009,1,16357928,1,43662895,8960239,19573890,15128766,14781734,2,2158958,12622776,126042,1652118,10844616
0100000US,,United States,,334,Computer & electronic product mfg,,2005,1007039,1,463683,75052588,60159905,14892683,1,18606274,947120,148351495,1,130023124,9371270,6443237,410961,1,2513865,34214601,2102904,1,,26280,227060890,1,372882132,1,348652049,24230083,14174272,797351,9258460,14226958,40520521,1,9224092,1,15903710,1,15392719,1,37750371,8581563,14096038,15072770,16359410,1,2969964,13389447,132256,1175675,12081516
0100000US,,United States,,3341,Computer & peripheral equipment mfg,,2006,96206,2,35186,7403356,5809255,1594101,2,1393957,69306,32591840,1,29925118,2145767,300533,46408,3,220422,2675926,174015,1,0,0,35049251,1,67402725,1,59257142,8145584,4361117,122032,3662434,1112403,4875828,1,1450949,2,1417929,1,2006950,2,4494887,1299551,1309492,1885845,1671651,1,133763,1537888,33753,455579,1048556
0100000US,,United States,,3341,Computer & peripheral equipment mfg,,2005,104803,1,35261,7831362,6431842,1399520,2,1472603,70919,31136916,1,28425016,2109779,396642,42582,1,205479,2771162,162897,1,0,0,34003632,1,65004825,1,56195793,8809032,4300149,,,986834,4424061,1,1330832,2,1275797,1,1817432,2,4131586,1179540,1269896,1682151,1353565,1,246455,1107109,20416,132447,954246
0100000US,,United States,,33411,Computer and peripheral equipment manufacturing,,2006,96206,2,35186,7403356,5809255,1594101,2,1393957,69306,32591840,1,29925118,2145767,300533,46408,3,220422,2675926,174015,1,0,0,35049251,1,67402725,1,59257142,8145584,4361117,122032,3662434,1112403,4875828,1,1450949,2,1417929,1,2006950,2,4494887,1299551,1309492,1885845,1671651,1,133763,1537888,33753,455579,1048556
0100000US,,United States,,33411,Computer and peripheral equipment manufacturing,,2005,104803,1,35261,7831362,6431842,1399520,2,1472603,70919,31136916,1,28425016,2109779,396642,42582,1,205479,2771162,162897,1,0,0,34003632,1,65004825,1,56195793,8809032,4300149,,,986834,4424061,1,1330832,2,1275797,1,1817432,2,4131586,1179540,1269896,1682151,1353565,1,246455,1107109,20416,132447,954246
0100000US,,United States,,334111,Electronic computer manufacturing,,2006,34342,4,11764,2436237,1857065,579172,1,490564,22233,19434803,1,18769908,475454,138371,5909,24,51071,686867,45161,2,0,0,22872464,1,42397239,1,38307263,4089976,,92548,,,1491539,1,162901,1,315677,1,1012961,1,1585636,283430,279822,1022384,905915,1,51512,854403,24129,376028,454246
0100000US,,United States,,334111,Electronic computer manufacturing,,2005,43570,1,12357,3033001,2532396,500605,1,558191,23925,18289306,1,17564924,409153,260879,5802,1,54350,917457,48548,1,0,0,22446074,1,40694131,1,36044316,4649815,,,,38987,1527649,1,281525,1,268400,1,977724,1,1410756,225162,278216,907378,376184,1,36922,339262,8589,56381,274291
0100000US,,United States,,334112,Computer storage device manufacturing,,2006,17762,2,8942,1441489,1125405,316084,4,331287,18835,4425147,1,3865286,442506,57376,9649,1,59979,737856,50330,2,0,0,4089305,2,8243801,1,7494474,749327,,10177,,,1426757,3,475637,4,612087,2,339033,5,1052528,268291,532809,251429,334536,3,25489,309047,2840,21543,284665
0100000US,,United States,,334112,Computer storage device manufacturing,,2005,16105,2,8250,1286248,1026812,259436,2,297599,17645,4335687,1,3793225,469554,23157,7207,1,49752,617430,42545,2,0,0,3902201,2,8031958,1,7251571,780387,,8183,,,1039656,4,287425,9,519021,3,233210,6,784149,147791,436752,199605,386683,1,58838,327845,1654,17470,308721
0100000US,,United States,,334113,Computer terminal manufacturing,,2006,1083,12,440,69550,56248,13302,2,15019,862,60306,24,54076,4451,,313,25,1616,26360,1303,3,0,0,126878,7,185729,13,176973,8757,5816,,4277,0,19684,33,,,4812,21,13985,29,17840,,3232,13412,3944,1,256,3688,101,775,2812
0100000US,,United States,,334113,Computer terminal manufacturing,,2005,1246,6,501,73252,62518,10734,7,17876,986,80785,3,74078,4440,,530,18,2163,37247,1632,18,0,0,128774,5,213648,3,203386,10263,5805,,5733,0,27006,10,6574,46,3280,31,17153,5,21854,10652,3474,7728,4265,6,596,3669,67,1064,2538
0100000US,,United States,,334119,Other computer peripheral equipment manufacturing,,2006,43018,3,14039,3456078,2770536,685542,4,557087,27377,8671584,2,7235848,1223357,104622,30536,1,107757,1224844,77221,2,0,0,7960604,2,16575956,2,13278431,3297524,3196598,20644,80283,,1937848,2,811525,3,485353,1,640970,4,1838883,746633,493630,598620,427256,2,56506,370750,6683,57234,306833
0100000US,,United States,,334119,Other computer peripheral equipment manufacturing,,2005,43880,3,14154,3438860,2810115,628745,4,598938,28362,8431138,2,6992789,1226632,112502,29043,1,99215,1199027,70171,1,0,0,7526581,2,16065087,2,12696520,3368567,3188703,,,,1829750,2,755309,2,485095,1,589346,5,1914827,795934,551454,567439,586433,2,150099,436333,10106,57532,368696
0100000US,,United States,,3342,Communications equipment mfg,,2006,127196,3,51448,10830305,8335698,2494607,4,2110219,101012,31455576,4,28046335,1085940,1988269,87171,5,335033,3405698,247861,2,,0,36906418,3,70194633,3,68235769,1958863,1650978,83914,223971,914839,8817495,3,1907862,6,4022853,1,2886779,4,10539991,1669893,6102808,2767289,2040598,2,498514,1542084,20712,338249,1183122
0100000US,,United States,,3342,Communications equipment mfg,,2005,129144,2,51360,10090857,8117377,1973480,2,2091774,104666,27413846,2,24275434,1073821,1795704,67979,4,268887,3184006,200908,2,0,0,31760371,2,58914117,2,57089188,1824929,1614501,,,380459,7135565,3,1780444,5,2557591,2,2797530,4,7172771,1935065,2150974,3086732,1047181,2,240580,806600,13000,120355,673245
0100000US,,United States,,33421,Telephone apparatus manufacturing,,2006,30488,8,11340,2425975,1922890,503085,7,499222,21544,10604590,6,10075222,300019,108591,53202,8,120757,926462,67556,8,0,0,14752170,7,25230313,7,24684076,546238,468709,,,,2428023,7,910943,8,369513,8,1147568,6,2151970,812987,323392,1015591,736142,5,73457,662685,3622,183816,475247
0100000US,,United States,,33421,Telephone apparatus manufacturing,,2005,34261,6,11401,2473097,2073346,399751,7,476008,21661,8273024,4,7767488,312496,93664,39033,6,99376,1023957,60343,8,0,0,10759070,6,19156773,5,18608914,547859,480950,,,,2286899,7,856089,8,348675,8,1082135,6,2417776,937310,374504,1105963,191618,5,29458,162160,3015,45128,114016
0100000US,,United States,,334210,Telephone apparatus manufacturing,,2006,30488,8,11340,2425975,1922890,503085,7,499222,21544,10604590,6,10075222,300019,108591,53202,8,120757,926462,67556,8,0,0,14752170,7,25230313,7,24684076,546238,468709,,,,2428023,7,910943,8,369513,8,1147568,6,2151970,812987,323392,1015591,736142,5,73457,662685,3622,183816,475247
0100000US,,United States,,334210,Telephone apparatus manufacturing,,2005,34261,6,11401,2473097,2073346,399751,7,476008,21661,8273024,4,7767488,312496,93664,39033,6,99376,1023957,60343,8,0,0,10759070,6,19156773,5,18608914,547859,480950,,,,2286899,7,856089,8,348675,8,1082135,6,2417776,937310,374504,1105963,191618,5,29458,162160,3015,45128,114016
0100000US,,United States,,33422,Broadcasting and wireless communications equipment mfg,,2006,80315,4,32708,7339489,5553590,1785899,5,1356629,64877,18873948,5,16340809,529273,1829771,21289,8,174096,1881994,152807,1,,0,19634123,2,40512734,3,39513144,999590,785832,74029,139729,836790,5809223,3,832809,10,3564317,1,1412096,5,7899017,720351,5710021,1468645,1234906,2,415709,819197,14670,142173,662354
0100000US,,United States,,33422,Broadcasting and wireless communications equipment mfg,,2005,77623,2,31934,6548340,5178567,1369773,2,1350005,66773,17340699,1,14982367,576679,1648872,16723,7,132782,1648526,116058,1,0,0,18574476,1,35522315,1,34545070,977245,844499,67753,64993,300163,4331347,3,781870,9,2136492,2,1412985,5,4225513,854636,1698204,1672673,791041,3,197648,593393,7688,66377,519328
0100000US,,United States,,334220,Broadcasting and wireless communications equipment mfg,,2006,80315,4,32708,7339489,5553590,1785899,5,1356629,64877,18873948,5,16340809,529273,1829771,21289,8,174096,1881994,152807,1,,0,19634123,2,40512734,3,39513144,999590,785832,74029,139729,836790,5809223,3,832809,10,3564317,1,1412096,5,7899017,720351,5710021,1468645,1234906,2,415709,819197,14670,142173,662354
0100000US,,United States,,334220,Broadcasting and wireless communications equipment mfg,,2005,77623,2,31934,6548340,5178567,1369773,2,1350005,66773,17340699,1,14982367,576679,1648872,16723,7,132782,1648526,116058,1,0,0,18574476,1,35522315,1,34545070,977245,844499,67753,64993,300163,4331347,3,781870,9,2136492,2,1412985,5,4225513,854636,1698204,1672673,791041,3,197648,593393,7688,66377,519328
0100000US,,United States,,33429,Other communications equipment manufacturing,,2006,16392,2,7400,1064842,859218,205624,3,254368,14591,1977038,3,1630304,256648,49906,12681,1,40180,597242,27499,3,0,0,2520125,3,4451585,3,4038550,413035,396437,,,,580249,3,164111,3,89023,5,327115,3,489004,136555,69396,283053,69549,8,9348,60201,2420,12260,45521
0100000US,,United States,,33429,Other communications equipment manufacturing,,2005,17260,3,8025,1069420,865464,203956,3,265761,16231,1800122,3,1525578,184646,53168,12222,3,36729,511523,24507,2,0,0,2426825,3,4235028,3,3935204,299825,289052,,,,517319,3,142485,3,72424,5,302410,3,529482,143119,78266,308097,64522,7,13474,51048,2296,8850,39902
0100000US,,United States,,334290,Other communications equipment manufacturing,,2006,16392,2,7400,1064842,859218,205624,3,254368,14591,1977038,3,1630304,256648,49906,12681,1,40180,597242,27499,3,0,0,2520125,3,4451585,3,4038550,413035,396437,,,,580249,3,164111,3,89023,5,327115,3,489004,136555,69396,283053,69549,8,9348,60201,2420,12260,45521
0100000US,,United States,,334290,Other communications equipment manufacturing,,2005,17260,3,8025,1069420,865464,203956,3,265761,16231,1800122,3,1525578,184646,53168,12222,3,36729,511523,24507,2,0,0,2426825,3,4235028,3,3935204,299825,289052,,,,517319,3,142485,3,72424,5,302410,3,529482,143119,78266,308097,64522,7,13474,51048,2296,8850,39902
0100000US,,United States,,3343,Audio & video equipment mfg,,2006,18034,3,10724,1041191,831674,209517,5,347265,21346,6299266,2,5427933,799379,39635,9168,1,32319,410126,23151,2,0,0,3278438,2,9587768,1,8423004,1164764,1124868,0,39896,66028,899083,3,341435,3,82393,10,475255,3,872241,317618,112745,441878,141683,6,4002,137681,4644,9662,123375
0100000US,,United States,,3343,Audio & video equipment mfg,,2005,19242,3,11104,1066239,849666,216573,3,334744,22629,6878312,1,6143592,669238,31432,8390,2,34051,435779,25661,2,0,0,3084512,2,9969336,1,9113089,856246,844743,,,177096,884183,3,322902,2,113474,9,447807,3,797656,267101,172257,358298,117538,4,7056,110482,1583,5965,102934
0100000US,,United States,,33431,Audio and video equipment manufacturing,,2006,18034,3,10724,1041191,831674,209517,5,347265,21346,6299266,2,5427933,799379,39635,9168,1,32319,410126,23151,2,0,0,3278438,2,9587768,1,8423004,1164764,1124868,0,39896,66028,899083,3,341435,3,82393,10,475255,3,872241,317618,112745,441878,141683,6,4002,137681,4644,9662,123375
0100000US,,United States,,33431,Audio and video equipment manufacturing,,2005,19242,3,11104,1066239,849666,216573,3,334744,22629,6878312,1,6143592,669238,31432,8390,2,34051,435779,25661,2,0,0,3084512,2,9969336,1,9113089,856246,844743,,,177096,884183,3,322902,2,113474,9,447807,3,797656,267101,172257,358298,117538,4,7056,110482,1583,5965,102934
0100000US,,United States,,334310,Audio and video equipment manufacturing,,2006,18034,3,10724,1041191,831674,209517,5,347265,21346,6299266,2,5427933,799379,39635,9168,1,32319,410126,23151,2,0,0,3278438,2,9587768,1,8423004,1164764,1124868,0,39896,66028,899083,3,341435,3,82393,10,475255,3,872241,317618,112745,441878,141683,6,4002,137681,4644,9662,123375
0100000US,,United States,,334310,Audio and video equipment manufacturing,,2005,19242,3,11104,1066239,849666,216573,3,334744,22629,6878312,1,6143592,669238,31432,8390,2,34051,435779,25661,2,0,0,3084512,2,9969336,1,9113089,856246,844743,,,177096,884183,3,322902,2,113474,9,447807,3,797656,267101,172257,358298,117538,4,7056,110482,1583,5965,102934
0100000US,,United States,,3344,Semiconductor & other electronic component mfg,,2006,346667,2,201460,23876239,18739075,5137164,1,7721618,411995,41686875,1,35168043,2448012,2686470,181997,3,1384350,17713894,1202354,2,0,0,76460226,1,117688337,1,113698976,3989361,3073377,507674,408309,6011613,12169126,1,1984395,3,5482326,2,4702404,2,11351755,1811769,5278707,4261279,7127604,3,708254,6419350,31935,373801,6013614
0100000US,,United States,,3344,Semiconductor & other electronic component mfg,,2005,347474,1,197963,22457873,18203050,4254823,1,7370943,407079,38473113,1,33193267,1810200,2219473,176227,2,1250174,17702340,1073947,2,0,0,81317173,1,119378539,1,116484779,2893760,2298516,276423,318821,9017738,11465814,1,1874686,3,5228483,1,4362646,2,11010221,1908220,4865719,4236282,9664789,2,1587835,8076954,60717,366310,7649926
0100000US,,United States,,33441,Semiconductor and other electronic component manufacturing,,2006,346667,2,201460,23876239,18739075,5137164,1,7721618,411995,41686875,1,35168043,2448012,2686470,181997,3,1384350,17713894,1202354,2,0,0,76460226,1,117688337,1,113698976,3989361,3073377,507674,408309,6011613,12169126,1,1984395,3,5482326,2,4702404,2,11351755,1811769,5278707,4261279,7127604,3,708254,6419350,31935,373801,6013614
0100000US,,United States,,33441,Semiconductor and other electronic component manufacturing,,2005,347474,1,197963,22457873,18203050,4254823,1,7370943,407079,38473113,1,33193267,1810200,2219473,176227,2,1250174,17702340,1073947,2,0,0,81317173,1,119378539,1,116484779,2893760,2298516,276423,318821,9017738,11465814,1,1874686,3,5228483,1,4362646,2,11010221,1908220,4865719,4236282,9664789,2,1587835,8076954,60717,366310,7649926
0100000US,,United States,,334411,Electron tube manufacturing,,2006,4401,3,3145,284339,222479,61860,5,143218,6271,345179,4,311324,4819,12410,3090,21,16627,169877,13536,6,0,0,442418,1,811834,2,806370,5464,,0,,24448,173260,5,17296,4,90602,4,65361,8,209476,43979,90193,75304,35745,3,667,35078,38,1059,33981
0100000US,,United States,,334411,Electron tube manufacturing,,2005,5130,1,3605,309782,240519,69263,5,155876,7507,456594,1,405255,11450,14941,5385,3,24948,288585,19563,3,0,0,502777,2,958080,1,943098,14982,,0,,48098,209568,3,44064,1,90181,3,75323,5,215184,49644,85346,80194,16839,22,5215,11625,75,508,11042
0100000US,,United States,,334412,Bare printed circuit board manufacturing,,2006,32596,3,23869,1692108,1370500,321608,2,822997,47354,1996111,2,1765544,50555,77276,16728,8,102736,1201707,86008,3,0,0,3385685,2,5335301,2,5169622,165680,94105,39176,32399,168958,558118,4,79683,7,182790,5,295645,5,468370,65234,148935,254202,191373,12,15979,175394,2923,17810,154661
0100000US,,United States,,334412,Bare printed circuit board manufacturing,,2005,34112,2,24167,1612682,1344239,268443,2,783514,48299,1912489,2,1664289,66566,75118,17011,6,106516,1415999,89505,3,0,0,3256632,2,5182394,2,5022374,160020,86789,46303,26929,174927,466709,4,66758,8,147991,3,251960,6,466309,80503,145709,240097,134708,5,9968,124739,2338,10204,112198
0100000US,,United States,,334413,Semiconductor and related device manufacturing,,2006,132218,3,63096,12009273,9281095,2728178,2,3207989,131019,15864052,2,12158850,708516,2101867,111914,4,894819,11831035,782905,3,0,0,54475515,1,70212972,1,69120397,1092575,949476,70355,72743,4175128,5643659,3,917004,6,3727876,2,998779,6,5455672,853242,3712666,889763,6179524,4,636758,5542767,15371,215240,5312155
0100000US,,United States,,334413,Semiconductor and related device manufacturing,,2005,131683,3,61749,11217856,9041275,2176581,2,3050182,129766,15560558,2,12395712,674864,1684442,108251,3,805540,11970226,697289,2,0,0,59412726,1,74597374,1,73653794,943580,843188,53966,46425,7093211,5477614,3,904062,6,3635428,2,938124,6,5041416,857641,3353562,830213,8740557,2,1499253,7241304,48519,197882,6994902
0100000US,,United States,,334414,Electronic capacitor manufacturing,,2006,7362,3,4680,392489,302585,89904,3,137257,9773,442617,7,370462,48881,,2703,29,22024,303355,19321,10,0,0,739972,3,1178592,4,1113057,65535,65443,0,92,,217879,3,55189,4,57788,5,104902,3,215665,55837,54905,104923,42458,10,5101,37357,392,2422,34543
0100000US,,United States,,334414,Electronic capacitor manufacturing,,2005,7778,3,5054,384992,303529,81463,3,142647,10207,482791,6,411481,50151,,2432,32,20706,300171,18274,10,0,0,680707,3,1179137,4,1111720,67417,67342,0,75,,222539,3,60799,4,55771,5,105969,3,313011,65623,68349,179039,36588,7,4260,32328,456,2662,29210
0100000US,,United States,,334415,Electronic resistor manufacturing,,2006,4994,4,3493,238784,186402,52382,6,108287,6979,204686,3,162166,20244,8421,709,23,13854,167445,13145,7,0,0,411069,5,600969,4,574767,26202,,0,,,134193,4,44029,3,36500,5,53665,6,105670,31410,34296,39963,22486,8,1178,21308,203,1780,19325
0100000US,,United States,,334415,Electronic resistor manufacturing,,2005,5451,4,3555,234458,186401,48057,5,102502,7016,226409,2,170066,30294,13024,729,21,13025,178078,12296,4,0,0,426003,4,653718,3,611271,42447,,0,,,115890,4,32934,3,40374,6,42581,6,111890,36575,38003,37312,21774,7,2475,19299,499,1619,17182
0100000US,,United States,,334416,"Electronic coil, transformer, and other inductor manufacturing",,2006,9739,6,7137,429193,348208,80985,5,199888,14952,689143,6,588760,67105,17755,4033,23,15523,153319,11490,4,0,0,702399,6,1389369,6,1300245,89124,85815,,,35675,189868,5,52753,6,39936,4,97179,6,174660,48656,39547,86457,26194,15,4176,22019,557,1818,19643
0100000US,,United States,,334416,"Electronic coil, transformer, and other inductor manufacturing",,2005,9356,5,6828,379067,315234,63833,4,177718,14350,519530,5,429728,63326,13999,2542,7,12476,129103,9934,4,0,0,622748,5,1156108,5,1062542,93565,90417,578,2570,35750,169865,5,48915,5,37305,6,83645,6,183467,66758,30978,85731,9651,10,959,8692,400,1233,7059
